delta_time,delta_radius,E_pro,E_del,R_prompt,R_delayed,,,#NOME?
786432,12626.8418,2.152703285,2.150918245,6331.486816,7687.001953,,,
950272,12281.2998,2.152703285,2.294721603,6331.486816,7534.395996,,,
720896,12650.33301,2.206064701,2.150918245,6400.133789,7687.001953,,,
884736,12299.65234,2.206064701,2.294721603,6400.133789,7534.395996,,,
65536,542.4570923,4.334205627,2.220559359,15937.09961,15495.7959,,,
262144,354.7418823,1.746902943,2.137387991,7403.271484,7581.937988,,,
131072,19880.56445,1.746902943,3.422880411,7403.271484,16140.50098,,,
360448,19863.24609,1.746902943,2.273649931,7403.271484,16141.06934,,,
98304,20001.66602,2.137387991,2.273649931,7581.937988,16141.06934,,,
294912,279.1642761,2.229659796,2.271532297,11546.79395,11489.61035,,,
131072,846.4986572,2.870957851,2.293915272,16313.40332,15939.55762,,,
196608,311.9376526,4.944339752,2.24354434,11594.35645,11496.79395,,,
32768,226.0950012,3.773666143,2.133771658,14028.40625,13806.43262,,,
229376,424.2822571,2.517108679,2.195738077,7667.71875,8041.95166,,,
688128,125.963356,3.418625832,2.233659506,16842.17383,16768.20703,,,
65536,130.7937469,3.029174566,2.215934277,12146.2373,12139.66992,,,
393216,331.7275085,1.852126956,2.255092382,9177.423828,8910.438477,,,
65536,739.692749,3.248999119,2.307748795,9381.481445,8705.376953,,,
65536,377.8464661,3.262488842,2.245159626,11008.15234,10827.64355,,,
163840,927.7141113,6.362593651,2.273900986,15931.40527,15279.1709,,,
32768,361.3200989,3.628783941,2.221736908,17258.81641,17008.27539,,,
98304,249.3448029,1.530816674,2.288956642,12771.68652,12696.36719,,,
196608,546.1224976,2.429407835,2.296013355,7240.517578,6903.932129,,,
655360,749.225769,2.184543848,2.303861141,14982.41992,14876.5918,,,
196608,256.4317627,1.50562048,2.248711824,12951.0498,12807.89648,,,
884736,687.34198,4.783277035,2.251089573,13905.94141,14580.08008,,,
360448,445.459137,4.53454113,2.304888964,2805.921875,3073.512207,,,
196608,808.4286499,3.308291674,2.220084429,15512.50586,15372.01953,,,
32768,1321.352539,3.06198144,2.220754147,14407.51465,13469.19922,,,
98304,235.3619537,5.268939018,2.231597185,17172.08398,17220.375,,,
229376,1267.927612,4.212641239,2.26910758,11075.25684,11656.43945,,,
753664,208.6447601,2.468058109,2.117574215,7845.117188,7738.709961,,,
196608,117.0229111,2.415881634,2.368044853,5175.678223,5216.927734,,,
458752,541.5487061,2.557124853,2.341674805,10771.40332,11175.91016,,,
65536,205.0769958,2.870408058,2.218049526,14604.67773,14743.22949,,,
327680,659.7954712,4.090489864,2.217839003,17202.87695,17400,,,
196608,511.2467957,5.25963974,2.195904016,16928.47266,16477.27344,,,
32768,2089.219727,5.323966503,2.202754498,13375.37402,11839.27344,,,
622592,27262.67383,5.323966503,3.239403486,13375.37402,14321.49902,,,
851968,27384.4707,5.323966503,2.28977704,13375.37402,14416.57227,,,
589824,25667.89258,2.202754498,3.239403486,11839.27344,14321.49902,,,
819200,25804.22461,2.202754498,2.28977704,11839.27344,14416.57227,,,
65536,159.4318695,1.518210411,2.210240602,16067.64551,16119.65039,,,
131072,240.3940277,1.781456113,2.230115891,16135.89746,16356.09375,,,
65536,246.5959015,4.847043991,2.264987707,15550.52734,15647.30566,,,
720896,161.6801605,3.885432959,2.140602827,16527.33594,16564.875,,,
32768,124.1940536,4.100164413,2.212010145,17364.24805,17379.44922,,,
688128,924.8267822,3.446721315,2.221716881,14696.41113,15400.4082,,,
196608,909.5234375,8.302471161,2.19876647,14783.85449,14948.8623,,,
327680,514.2789307,2.038724661,2.266758442,16961.58789,16585.60742,,,
32768,396.4473267,1.821897864,2.196330547,14402.12305,14262.55176,,,
229376,429.8313904,2.659827471,2.224310637,10026.99414,9699.55957,,,
786432,19532.64258,2.659827471,2.980042458,10026.99414,9886.642578,,,
819200,19489.33984,2.659827471,2.225321054,10026.99414,9865.532227,,,
557056,19163.69531,2.224310637,2.980042458,9699.55957,9886.642578,,,
589824,19119.94922,2.224310637,2.225321054,9699.55957,9865.532227,,,
32768,919.7531128,4.247882366,2.269072771,10814.45703,10971.37109,,,
524288,341.6864319,2.940089464,2.25707984,16936.10742,16604.23047,,,
32768,140.0996704,5.152201176,2.240100861,16936.40234,16845.24805,,,
131072,171.3783112,1.265238166,2.21400547,14948.73535,14827.75684,,,
98304,934.5947876,4.138893604,2.252834558,12533.1084,13440.55566,,,
196608,358.8893127,5.00727129,2.247446299,12489.16211,12654.44238,,,
131072,292.6903687,1.79985404,2.201239586,3722.908936,3540.85083,,,
393216,822.0611572,4.994321823,2.171536446,11867.18457,11969.91797,,,
32768,232.3246155,3.049212694,2.167744637,14556.14941,14601.28613,,,
262144,358.1887207,2.910480738,2.196946859,10475.18652,10472.63574,,,
98304,718.6745605,3.369514227,2.195892811,13761.55859,13453.08008,,,
360448,269.2120361,1.543906569,2.347044706,15812.31055,15910.09375,,,
131072,545.2307129,2.827473879,2.162443876,12065.92578,12391.92285,,,
196608,415.0254211,2.454363585,2.244354486,9326.302734,9430.773438,,,
294912,396.8920288,2.623257637,0.829703152,16835.34375,17016.46875,,,
98304,206.2914429,3.895219326,2.260215044,8252.511719,8077.179199,,,
393216,406.73349,2.024167061,2.339067221,10523.02344,10750.05566,,,
98304,325.3524475,2.36687994,2.319725752,13021.94824,12703.60059,,,
786432,492.7007141,3.583901405,2.196805954,12266.21484,12004.53418,,,
327680,22668.6875,2.196805954,2.870660543,12004.53418,13403.75195,,,
458752,22924.76953,2.196805954,2.182369947,12004.53418,13619.16211,,,
229376,897.7687378,4.777190685,2.213680029,8985.931641,9735.339844,,,
458752,610.3406372,1.411665797,2.276431561,15304.60547,15623.31543,,,
32768,470.576355,1.408030748,2.166197777,14563.84082,14554.50977,,,
524288,324.6585999,4.190798283,2.292952776,14689.625,14682.60254,,,
65536,400.2593689,4.006545067,2.139373541,17362.38086,17002.0332,,,
65536,260.7991028,3.468586683,2.179673672,12738.7002,12818.40918,,,
32768,118.2864532,1.7563411,2.268416405,17152.17773,17102.24219,,,
32768,924.0811157,3.606600761,2.229711294,15521.48926,15377.79199,,,
131072,372.2970886,4.02405405,2.250738859,13076.30469,13167.76465,,,
131072,661.361084,2.629354715,2.183478117,6565.64209,6384.848145,,,
65536,195.7827301,4.622291565,2.259989977,10788.91309,10977.74512,,,
327680,1121.317017,3.245004654,2.302258492,16315.60449,16366.76465,,,
163840,493.6101379,4.944154739,2.243122816,13670.43262,13881.52148,,,
196608,713.2087402,3.181915045,2.271913528,13572.02637,13834.60156,,,
589824,7637.61084,2.280909061,4.011332989,17069.83789,10024.85352,,,
1081344,7606.24707,2.280909061,2.301002979,17069.83789,10054.2627,,,
196608,175.4168549,2.280909061,2.236551046,17069.83789,17041.95117,,,
393216,7599.250488,2.236551046,4.011332989,17041.95117,10024.85352,,,
884736,7565.406738,2.236551046,2.301002979,17041.95117,10054.2627,,,
393216,223.5016022,2.796676636,2.299697876,16286.60742,16464.40039,,,
65536,142.4414978,2.048608303,2.270022154,16460.88281,16411.34961,,,
327680,344.8353271,4.23265934,2.208834887,15080.13867,14832.27832,,,
196608,378.0636292,4.195626259,2.198753357,14843.29199,14678.3877,,,
65536,272.9545288,5.96096611,2.221948624,13829.58887,14080.42773,,,
98304,304.7241211,4.086595058,2.231962681,5556.147949,5805.876465,,,
524288,248.2421265,3.040650606,2.166404724,17379.86914,17400,,,
98304,414.4727783,3.542855978,2.220825434,9845.650391,9524.524414,,,
32768,136.8843842,5.904825687,2.186450481,13262.38184,13188.41699,,,
32768,117.9129944,1.634080887,2.377786875,10686.39453,10668.87695,,,
131072,377.2763672,2.588714838,2.273435831,17392.57227,17263.86328,,,
229376,252.1555634,5.509775162,2.282309532,17238.83594,17126.53516,,,
65536,1274.237915,2.506838083,2.319351196,15077.58887,15482.99121,,,
32768,264.4899292,3.980658054,2.31460762,9197.597656,9177.505859,,,
229376,785.1182861,1.901043534,2.178444147,7916.15625,8039.128906,,,
294912,420.495697,4.418057919,2.277045965,9628.548828,9625.626953,,,
131072,804.7106323,5.043253422,2.236166,15292.92383,16037.06934,,,
32768,307.0487671,2.278671026,2.260706663,16841.31445,16979.91992,,,
32768,129.0610962,2.683212042,2.256518841,16750.4668,16624.29297,,,
98304,324.0067444,6.525006294,2.249451637,11921.82422,11829.02148,,,
163840,680.9278564,3.344158888,2.224036932,9405.237305,9890.176758,,,
327680,285.3184814,2.744668484,2.181695223,15825.35352,15942.8291,,,
327680,93.83117676,2.170861483,2.279248953,17399.99414,17400,,,
196608,203.6429596,1.925285816,2.201643705,14122.58887,14089.1377,,,
98304,727.8990479,3.783564329,2.226340055,17400,17400,,,
753664,574.8461914,3.871949434,2.213095188,14811.92969,14563.13574,,,
294912,2078.499756,3.44385314,2.265723228,15058.37012,13633.63477,,,
196608,448.4048157,3.290803194,2.311049461,11291.93555,11025.82813,,,
98304,342.5910339,1.961147785,2.188693762,17380.13477,17400,,,
229376,458.9154968,2.751866341,2.178027391,8596.65332,8894.988281,,,
360448,214.5644684,1.648040175,2.200679779,16891.92383,16974.98438,,,
32768,1319.477905,2.694646835,2.220032215,11205.1543,12388.91016,,,
229376,230.8614502,6.846781731,2.219892979,17400,17400,,,
163840,486.4163513,5.124939919,2.197404861,12502.58105,12691.61523,,,
196608,111.2775345,2.405264616,2.2211411,13456.55566,13442.84473,,,
131072,172.812439,1.060243487,2.282253742,15943.6543,16005.06738,,,
294912,667.5386963,3.350943089,2.229904652,14479.44629,14453.01465,,,
32768,605.8926392,1.212896228,2.215497255,12965.57813,13324.49512,,,
32768,159.6940918,3.221577644,2.26013279,15726.03223,15874.10547,,,
131072,14699.62891,3.221577644,3.569320917,15726.03223,10161.03223,,,
262144,14778.44336,3.221577644,2.190537214,15726.03223,10512.82813,,,
98304,14851.69922,2.26013279,3.569320917,15874.10547,10161.03223,,,
229376,14929.16797,2.26013279,2.190537214,15874.10547,10512.82813,,,
131072,331.6325378,4.018851757,2.223704338,16351.60156,16261.36133,,,
327680,391.5041199,1.507718801,2.216723919,12912.08691,12746.69629,,,
262144,371.5687561,2.785763979,2.223105907,15059.88965,15276.88477,,,
327680,121.1124573,3.049629211,2.305191278,16386.64648,16368.25391,,,
524288,150.0652466,1.208999038,2.237638235,15137.64648,15159.64258,,,
65536,82.95832825,4.574400425,2.305945396,16727.30078,16712.60156,,,
688128,290.0063477,2.179000378,2.243800163,13555.06445,13402.09473,,,
393216,234.3120575,3.312019587,2.276542187,5549.36084,5362.331543,,,
98304,214.914917,5.473225594,2.227248192,9742.152344,9697.925781,,,
65536,239.1258698,6.169248104,5.309326172,13476.45605,13581.87695,,,
753664,151.0280914,1.652719736,2.241742134,17400,17358.52734,,,
65536,384.3327942,3.82542491,0.938604951,17377.90234,17400,,,
491520,185.916153,3.863371611,2.215801477,15715.47754,15790.36133,,,
393216,639.8527222,2.122686625,2.282337904,16308.43262,16005.26172,,,
65536,134.8624573,3.548770905,2.320849895,17212.99805,17176.11328,,,
98304,97.22485352,3.642850399,2.266747236,2733.693848,2724.711914,,,
65536,231.5956268,4.742883682,2.270239353,16647.1582,16741.85352,,,
163840,277.7632751,3.941485405,2.271359205,14121.08691,13877.58984,,,
688128,271.1009521,4.586845875,2.205915451,12449.65918,12653.31641,,,
131072,665.2844238,1.424995542,2.148294449,10490.51074,10639.96484,,,
32768,761.2416992,3.361660242,2.265435696,15130.55273,15217.74316,,,
262144,192.4662781,2.025336027,2.263543606,13980.74121,13937.66699,,,
32768,306.5597534,3.679693222,2.191630363,10840.15527,10860.21289,,,
753664,586.8146973,2.377660275,2.228203058,14044.34082,14487.05859,,,
131072,199.2986603,3.021167517,2.283973455,10270.1084,10171.91309,,,
163840,423.4316711,2.089303255,2.272743464,12227.35254,11938.84082,,,
262144,358.0791321,3.323032141,2.210756302,10338.26465,10486.05957,,,
32768,294.5632629,2.349952221,5.402897835,17400,17400,,,
294912,154.925766,2.776702404,2.190555573,6531.874512,6654.230957,,,
360448,95.38529205,5.412002087,2.293337107,14741.16895,14810.92188,,,
196608,487.8102417,3.278408766,2.322561979,10846.14844,11092.71289,,,
294912,656.0911865,3.618164539,2.258718967,13805.46387,13385.93555,,,
262144,458.2438049,4.092571259,2.179300308,7659.962402,7604.511719,,,
196608,153.9261475,7.809780598,2.22726655,11847.52441,11839.59375,,,
65536,357.9002075,4.324717999,1.934304118,17400,17400,,,
65536,101.304657,7.231913567,2.240671873,5281.203613,5313.327637,,,
98304,194.5649261,3.867809534,2.337387085,15085.29395,15205.24902,,,
491520,395.9216003,2.451283932,2.153546572,15939.93652,16300.91016,,,
294912,387.8299866,3.84490943,2.225970745,11563.79395,11289.91309,,,
65536,1390.409912,1.364857674,2.282042503,13896.9834,13152.21973,,,
491520,284.7884521,5.413061619,2.15128088,11897.62598,12025.26563,,,
131072,173.3957977,3.687507391,2.201256037,15595.71875,15739.49902,,,
32768,746.6763306,1.77363348,2.210636377,12343.02441,11805.58398,,,
262144,328.4457703,2.632489443,2.250728846,12537.5957,12633.77344,,,
163840,125.5691757,2.836442232,2.173049688,13780.90527,13837.55371,,,
98304,152.8404694,2.83279109,2.248703003,15707.53125,15739.86426,,,
65536,450.410675,4.440635681,2.212691307,6193.220703,5795.553711,,,
131072,1002.318665,1.645831466,2.23721838,6868.424316,6616.243164,,,
327680,159.0895538,4.183145046,2.317583561,14868.74414,14794.55566,,,
65536,295.6192627,2.701401234,2.222400665,15503.02441,15578.51367,,,
294912,717.3764038,1.867727041,2.288940668,13894.88867,14120.75098,,,
131072,534.4189453,3.936020136,2.235803127,16918.79883,17400,,,
98304,445.6802979,2.983915329,2.250204563,14479.08691,14169.28418,,,
524288,10986.26855,5.461161613,2.294448614,7958.734863,14058.63477,,,
262144,161.6607971,5.461161613,2.253125429,7958.734863,7914.360352,,,
65536,5726.735352,5.461161613,2.257160664,7958.734863,8106.586914,,,
262144,11141.69727,2.253125429,2.294448614,7914.360352,14058.63477,,,
163840,430.0448608,3.47342205,2.164073229,15999.51758,15736.74902,,,
65536,1138.249146,3.043897867,2.171452999,15186.35742,14239.47363,,,
163840,171.9862671,7.320405483,2.274358273,15909.89551,15974.31445,,,
65536,431.8631287,2.635907412,2.233236551,10199.0752,10492.18848,,,
491520,138.4821167,2.758704185,2.379716635,15936.4502,16069.87598,,,
32768,389.2212524,1.553289294,2.293948412,11157.63379,11351.80371,,,
983040,559.8348999,4.753054619,2.27786994,14067.84668,14041.16992,,,
163840,693.581604,1.043296933,2.272695541,16817.43555,17065.85352,,,
163840,517.0050659,2.593559265,2.180885315,17021.63867,16812.66406,,,
229376,350.306366,6.554057598,2.312041759,8505.367188,8479.831055,,,
262144,154.7974091,3.859338284,2.212253332,12370.67285,12219.69629,,,
917504,24235.98438,2.212253332,1.821698785,12219.69629,16851.61914,,,
1015808,24422.26172,2.212253332,5.161280155,12219.69629,16872.08984,,,
786432,348.6919556,6.284270287,2.300578833,14469.17285,14712.84961,,,
163840,416.7963257,5.401616573,2.270820141,9996.641602,10005.32227,,,
163840,214.5474091,5.7673316,2.192795038,12447.02246,12520.49902,,,
262144,594.8689575,2.728339672,2.316432238,12250.04688,12463.35938,,,
393216,774.796814,5.103593349,2.273704052,11162.44141,10536.125,,,
294912,279.6375122,2.376263857,2.264104366,17169.25781,17352.74219,,,
327680,1135.704468,5.615430832,2.183758974,14139.82617,15033.37012,,,
131072,585.4168091,1.95860076,2.215099812,15466.6416,15696.86523,,,
32768,151.373764,1.88229835,2.337580442,17242.9043,17325.09375,,,
196608,394.9949036,1.758353949,2.289113522,17183.89844,17399.99219,,,
32768,1128.772949,2.916268587,2.24236393,11558.12988,12385.89941,,,
327680,244.2171021,2.707754612,2.272613525,15201.19531,15278.55762,,,
32768,473.7805481,3.496295929,2.152628422,9256.320313,9294.491211,,,
557056,282.2166748,3.81205678,1.499551654,17400,17400,,,
32768,473.849762,6.88786459,2.275370836,16173.46289,15825.63184,,,
589824,392.1932373,2.33984375,2.27442193,12676.52734,12294.52148,,,
32768,453.5900879,1.955000877,2.294080019,8648.407227,8395.475586,,,
196608,161.8048401,1.79153192,2.316688538,17253.17773,17186.62891,,,
131072,120.9948883,3.1537714,2.279120207,16445.62109,16406.87305,,,
524288,239.7098541,1.850297213,2.229771376,13540.43945,13388.21387,,,
491520,452.0466003,6.469240665,2.276813269,14955.11816,14957.97559,,,
32768,248.7753296,6.800469875,2.252039194,13783.63477,13764.55762,,,
32768,268.036499,1.976244211,2.192862749,16627.97461,16472.14258,,,
327680,511.9346313,3.253529549,2.336731434,16597.47852,16704.21094,,,
262144,743.8475952,2.658892393,2.256171942,13250.66602,13255.71094,,,
32768,918.3275146,4.676320553,2.22078371,9702.566406,9555.410156,,,
655360,699.3858643,3.333090782,2.413494349,12897.62793,12933.13965,,,
131072,84.47745514,2.021183968,2.211491585,14631.92676,14598.20996,,,
262144,147.6771393,3.341611385,2.17168355,17097.11133,17123.24609,,,
65536,195.090683,6.198624134,2.249036312,13214.82422,13134.26758,,,
131072,580.6361084,1.770231724,2.357104778,7408.13916,7409.615723,,,
131072,440.8450317,2.287191868,2.224121332,4293.462891,4383.883789,,,
131072,252.5615692,3.396948814,2.294239044,4691.119629,4713.697754,,,
393216,399.7767944,5.655708313,2.17454052,5060.52002,4860.687988,,,
65536,198.3191376,2.50065732,2.26816678,13720.14453,13697.61816,,,
393216,554.5544434,4.113873005,5.028397083,4555.149414,4562.746094,,,
327680,190.4063263,3.402351141,2.273128748,17124.88867,17047.17188,,,
196608,141.5109406,4.276823521,1.887883306,17400,17400,,,
65536,59.85357285,2.531132221,2.080548763,17326.1875,17374.04102,,,
262144,816.7893066,3.27352643,2.171858072,7513.909668,7588.325195,,,
65536,338.5692749,1.51854229,2.18271327,17077.82422,17399.99609,,,
851968,555.7540283,2.942259073,2.238291264,9969.758789,9974.257813,,,
393216,762.1356812,1.72028327,2.241116524,15089.98242,15702.25977,,,
196608,221.1070709,2.107359886,2.217623472,11190.72656,11325.25293,,,
131072,1084.959961,1.24669528,2.206373453,11448.58594,12208.67871,,,
327680,511.1567078,2.365123272,2.163764477,11006.4375,10735.15137,,,
524288,320.7243042,2.420143604,2.329499245,15874.07617,15637.51563,,,
262144,1004.638367,3.296835184,2.161770582,17024.46289,16112.50879,,,
851968,859.7527466,2.742248058,2.314045191,10488.66504,10511.12402,,,
262144,90.34513092,3.553007603,2.288472652,15769.63184,15695.68945,,,
131072,414.331604,5.307462692,2.29065156,15520.20898,15898.2041,,,
65536,189.8069,2.159879923,2.190749407,16800.67773,16822.6875,,,
589824,326.8132629,2.346621275,2.237313509,15635.09375,15740.75195,,,
524288,22963.26367,2.346621275,3.769637108,15635.09375,13973.43555,,,
720896,23637.99414,2.237313509,2.263314247,15740.75195,14354.62891,,,
65536,312.4537659,2.281536579,2.201802015,15159.24316,15047.97852,,,
524288,155.6925201,3.606962204,2.311847925,5338.770508,5432.792969,,,
131072,857.741333,4.937698364,2.201694965,17379.91211,16972.87109,,,
65536,198.8756714,1.510584116,2.24086833,14357.59766,14532.1377,,,
524288,339.9667358,1.446149826,2.185577154,6503.936035,6540.041992,,,
65536,272.8460388,4.412304401,2.277793646,15171.91895,15209.90332,,,
196608,973.8768921,7.690321445,2.185178041,14481.93262,14824.16016,,,
196608,213.9266205,3.930144787,2.136886597,15827.9668,15807.56055,,,
65536,317.7749634,2.813645601,2.252114534,7493.221191,7388.000488,,,
131072,171.4341431,8.22837162,2.210359573,16939.18164,16886.84961,,,
131072,307.4669495,2.957796574,2.224799156,15356.5332,15051.89941,,,
393216,319.2024536,3.582728386,2.145910501,10533.20605,10322.08008,,,
131072,192.875885,2.025736094,2.230526209,12399.5127,12280.04785,,,
458752,10323.72363,3.654958963,3.586598635,16005.15527,16735.65234,,,
655360,9657.761719,3.654958963,5.083593369,16005.15527,15674.80176,,,
131072,221.1011658,3.654958963,2.261641741,16005.15527,16107.92285,,,
327680,10451.70898,2.261641741,3.586598635,16107.92285,16735.65234,,,
524288,9778.941406,2.261641741,5.083593369,16107.92285,15674.80176,,,
65536,75.2288208,1.255350113,2.327211618,15739.11914,15672.83496,,,
131072,165.8037567,1.843952417,2.276424885,7015.051758,7142.758789,,,
196608,19280.56055,1.843952417,2.299330235,7015.051758,14055.15723,,,
65536,19419.10742,2.276424885,2.299330235,7142.758789,14055.15723,,,
262144,274.4694214,3.735717297,2.308219671,5805.833496,5971.414063,,,
983040,117.4499817,4.494648457,2.172115088,17204.10156,17262.57227,,,
65536,100.2030563,5.430199623,2.276241779,17201.67188,17114.15039,,,
65536,327.3638611,2.275845051,2.18088603,16151.17578,15849.64844,,,
131072,427.3299866,3.604903936,2.165321827,17400,17400,,,
196608,37.86575699,3.121993303,2.170560598,13867.45801,13866.93262,,,
65536,596.8210449,3.009830713,2.33650136,13424.69922,13970.96387,,,
196608,312.5969238,4.163521767,2.222107649,10555.46094,10514.6543,,,
655360,69.44519806,1.795807362,2.200935841,14038.65625,14076.05371,,,
131072,394.5263062,4.160900593,2.191488743,14543.36816,14435.53613,,,
65536,559.6920166,3.069597006,2.243879795,13543.14063,14099.89063,,,
131072,402.2754822,3.215651035,2.328646183,15148.89063,14899.44727,,,
131072,961.4459839,1.738452792,2.202089548,13589.05664,14525.63867,,,
524288,948.2521973,1.731481671,2.250437737,13176.03906,14080.85742,,,
65536,628.3057861,4.491983414,2.140028954,9192.908203,9251.066406,,,
131072,211.702774,3.311891556,2.155846119,13838.55176,13711.33984,,,
65536,407.9317932,5.732447147,2.207778692,12220.98047,12558.50781,,,
131072,162.8122711,3.106336832,2.279291868,15480.81836,15526.77734,,,
65536,348.9292297,1.825912595,2.072138786,17400,17400,,,
131072,409.2201843,3.408206701,2.34039712,9127.492188,8975.258789,,,
65536,448.095459,3.61910367,5.168148994,7870.427734,7700.194824,,,
262144,484.5259705,4.261993408,2.2532022,14326.00586,14286.03027,,,
720896,225.0975342,3.258885622,2.245284319,10511.44141,10734.15723,,,
196608,217.2303772,1.394736171,2.125677824,9516.613281,9360.000977,,,
327680,314.9639587,4.63112402,2.344283342,17350.54102,17394.95508,,,
786432,402.4007263,3.711659431,2.234394073,13759.67188,13505.66699,,,
65536,246.3868408,3.305491447,2.251872301,11523.55566,11715.53418,,,
65536,1077.28772,4.883634567,2.152101994,5996.692871,5629.897461,,,
65536,217.6110382,3.948549509,2.234284878,17400,17379.98633,,,
65536,170.3618927,7.792995453,2.301940918,16337.57227,16404.67578,,,
65536,682.2939453,2.014238596,2.307722569,15430.27832,15394.44824,,,
65536,722.3123779,4.39706707,2.222458363,10508.16406,10506.38574,,,
65536,881.9329834,3.432371855,1.810735941,17329.29883,17400,,,
65536,581.9968872,4.343790054,2.263947964,15429.16113,15684.96777,,,
65536,304.8835449,1.946412444,2.227543116,13229.61328,12927.01074,,,
327680,15555.35156,1.946412444,2.189643621,13229.61328,15975.22559,,,
262144,15455.1084,2.227543116,2.189643621,12927.01074,15975.22559,,,
65536,541.9470825,4.887645721,2.200668097,12073.45898,11924.01172,,,
196608,161.9380493,5.384952545,2.230067492,12050.90039,12017.96582,,,
131072,167.7138062,1.770893455,2.290552855,7746.814941,7908.427246,,,
262144,436.4361267,5.124158859,2.24548316,5870.951172,5754.924805,,,
458752,736.6414795,3.819677591,1.972652316,17400,17015.63477,,,
327680,828.0302734,3.662722826,2.238517284,16044.85352,16722.31445,,,
327680,370.8640747,4.768138409,2.190420389,13992.2627,13830.35254,,,
262144,196.7234497,2.894902468,2.299905062,16571.91406,16648.01758,,,
65536,563.4262085,3.410511971,2.22269392,11071.77637,11564.82324,,,
262144,272.1572571,3.682188749,2.212378025,11198.62109,11269.39746,,,
65536,113.1378784,2.877280951,2.273936987,16546.34375,16578.62109,,,
589824,125.2070313,2.044812918,2.280780077,17140.49805,17119.47852,,,
196608,171.7435303,3.734903574,1.287636161,17399.99805,17342.67188,,,
131072,657.7652588,2.58417964,2.292945385,15284.01367,15534.44629,,,
131072,312.6205139,1.956959605,2.306127787,6931.376953,6784.145508,,,
196608,357.3999634,2.711591244,2.179025412,16958.05859,17072.55273,,,
393216,321.7930298,3.569907427,2.259736776,17095.18359,17077.08594,,,
393216,224.787796,2.614901543,2.198584795,11704.37012,11805.40723,,,
393216,1131.244873,1.945941329,2.334805965,14961.16797,14985.2168,,,
589824,154.0579529,1.946573853,2.300845385,11101.7041,11009.60645,,,
917504,181.9260406,4.492533207,2.256841421,13744.65332,13664.99609,,,
393216,311.570343,2.024667263,2.200134993,16453.64453,16583.78711,,,
196608,258.4551086,2.194837093,2.302262783,12604.68652,12388.98633,,,
458752,1570.685303,2.238437414,2.297600269,11217.83594,10041.24512,,,
524288,101.4173508,3.177863836,2.29603672,15874.04785,15849.49316,,,
262144,832.2783203,4.3136096,2.223828316,17194.46875,16427.53125,,,
262144,294.7471313,1.299883604,2.250966072,17156.89648,17267.92773,,,
131072,220.9166565,2.399597645,2.261519194,15757.24121,15606.08887,,,
65536,831.2184448,1.592506647,2.169965982,14672.92676,14623.35547,,,
131072,207.2131653,3.671831369,2.274947643,13693.35645,13737.93164,,,
327680,444.9347229,1.556480169,5.057293892,16263.04395,16134.6084,,,
65536,192.2606964,3.489885569,2.19950223,7517.866699,7594.006348,,,
262144,140.6611481,4.088264465,2.255237341,16262.41699,16132.3252,,,
327680,718.8115234,1.381795168,2.17757678,14372.73047,14483.70898,,,
1048576,582.5123901,2.189997435,2.277023077,14650.51855,14312.42676,,,
196608,842.0507202,5.621752739,2.219055653,11397.04004,11345.05762,,,
131072,274.4126587,2.639721394,2.292449474,14604.29688,14810.26367,,,
393216,135.4501648,4.920516014,2.163600206,17097.00195,16997.49805,,,
524288,441.6282349,1.551432967,2.210122108,8184.033203,8409.876953,,,
589824,587.7888794,3.6599648,2.221984863,12813.43945,12624.46289,,,
65536,484.3113098,5.737643719,2.231030941,14045.57031,13884.5459,,,
131072,17953.90039,4.533646107,4.377050877,5850.954102,14862.64453,,,
262144,17722.61914,4.533646107,2.24298358,5850.954102,14686.87402,,,
131072,18201.65625,2.256452799,4.377050877,6067.659668,14862.64453,,,
262144,17972.85742,2.256452799,2.24298358,6067.659668,14686.87402,,,
131072,365.4742737,4.105104446,2.248939276,7451.226563,7765.771484,,,
131072,860.2731323,1.807087183,2.293143988,16290.96387,15922.79004,,,
393216,185.3160248,3.454767942,2.256247997,14941.72754,14947.72656,,,
131072,201.338089,3.08976531,1.953394413,17400,17400,,,
589824,823.4065552,2.932647705,2.196829319,12539.34863,12570.05273,,,
131072,415.2268982,3.015689611,2.316398859,14157.17676,13994.98047,,,
131072,561.4018555,1.822757125,2.254948854,13316.63867,12908.87109,,,
131072,386.6122131,2.143042326,2.221490383,16733.49805,17099.39844,,,
589824,343.7623596,3.178994894,2.196032763,15939.51465,15810.39551,,,
131072,500.518158,4.850456238,2.182174444,2883.303223,2944.759521,,,
393216,489.4353027,1.738796949,2.132866383,11994.7998,11750.22852,,,
65536,312.5435486,1.892342567,2.208908558,5904.625488,6020.595703,,,
65536,279.163147,4.134171009,2.298925161,17376.98242,17196.44922,,,
131072,181.0852509,2.366499662,2.253200769,15418.5,15531.21484,,,
65536,895.5870361,2.834169865,2.188607216,16207.75391,16142.9209,,,
196608,142.6533661,4.301034927,2.295824528,9399.811523,9260.647461,,,
393216,134.9967804,3.048009396,2.193608284,15351.85156,15406.74707,,,
65536,97.19070435,4.035645008,2.251917124,15087.03613,15015.89355,,,
131072,393.5097656,2.763691187,2.235243559,13415.13379,13403.05078,,,
65536,176.4084625,6.013581753,2.20232749,17076.38867,17012.73438,,,
131072,738.5327148,2.970754862,2.248381376,12929.19531,13097.28906,,,
65536,655.454834,2.73295927,2.195849419,13570.40723,13656.27734,,,
131072,457.7950439,4.120363712,2.239559412,15966.46387,15731.26074,,,
