delta_time,delta_radius,E_pro,E_del,R_prompt,R_delayed,,,#NOME?
262144,28026.08008,2.278627157,2.179841518,14362.53223,14798.35645,,,
262144,458.0440674,1.979233265,2.33910346,9288.865234,9255.570313,,,
262144,446.9902039,2.284494638,2.217339993,13467.50977,13184.12207,,,
131072,522.4336548,5.222123146,2.257609367,13570.54004,13129.18848,,,
917504,192.119812,3.631024122,2.300413609,10663.13477,10829.87988,,,
131072,212.7021942,2.71317482,2.257475138,4881.813965,4847.25293,,,
262144,268.2576599,3.378178835,2.301681757,13991.42383,13835.92871,,,
655360,248.7964325,3.147596121,2.22402668,11933.47461,12132.20313,,,
131072,409.3390503,3.806938648,2.286736965,16553.875,16306.19141,,,
917504,17562.18945,2.377284288,3.046274662,12112.18262,9159.233398,,,
131072,233.2858124,2.377284288,2.151352167,12112.18262,11980.53711,,,
786432,17483.82617,2.151352167,3.046274662,11980.53711,9159.233398,,,
393216,26253.38867,2.694138765,2.287060022,11246.41992,15939.7002,,,
786432,591.2052612,2.694138765,2.239805698,11246.41992,11022.00684,,,
393216,644.5650635,2.789028168,2.295901537,15133.88184,15490.0166,,,
262144,88.21492767,3.853619576,2.224174976,14327.625,14245.83789,,,
131072,195.2042847,7.543303967,2.236182213,10014.42188,10057.58691,,,
262144,178.3671417,5.681781769,5.248017788,14051.43555,14025.49805,,,
131072,439.0913086,2.37547636,2.29953742,7273.799316,6844.891113,,,
524288,150.1116943,3.825356007,2.283652067,17150.70117,17095.11914,,,
131072,128.7286224,2.935114622,2.296893835,17281.1875,17191.7207,,,
655360,792.9547729,3.196817875,2.235745192,10411.08301,10007.24414,,,
262144,357.9746704,2.682540894,2.228442669,16440.98828,16693.81445,,,
524288,275.4546204,3.59590435,2.209784985,15688.72363,15582.81641,,,
131072,277.5462341,3.979705334,2.157069445,13423.43652,13571.83691,,,
655360,624.4879761,4.017427921,2.194654226,16901.07227,17200.75781,,,
262144,265.7600708,3.68261981,2.331865788,10447.2998,10388.33203,,,
131072,254.7862396,2.151883841,2.315485477,11778.16113,11629.23242,,,
131072,168.7126312,3.746855974,2.352359772,8967.638672,9067.46875,,,
131072,143.2936401,3.084481955,2.292048454,13904.56348,13805.79395,,,
131072,162.6432953,1.888747692,2.258396626,14704.63477,14581.1875,,,
131072,91.18556976,3.948410988,2.279746771,9424.734375,9434.507813,,,
393216,231.2282257,2.304481745,2.165282011,9963.189453,9960.834961,,,
786432,6950.183105,2.000006914,2.302104235,7964.906738,5161.175293,,,
917504,7205.805176,2.000006914,2.234035015,7964.906738,5048.161621,,,
393216,462.2434387,2.000006914,2.233054161,7964.906738,8338.642578,,,
393216,7407.583008,2.233054161,2.302104235,8338.642578,5161.175293,,,
524288,7664.857422,2.233054161,2.234035015,8338.642578,5048.161621,,,
131072,226.6915894,2.630113602,2.206218719,15396.88086,15271.17676,,,
524288,262.9332581,5.83166647,2.219153643,10690.54688,10534.01953,,,
131072,134.5112457,2.169124842,2.287593603,17400,17400,,,
655360,18507.59766,2.302853107,2.785859346,11000.37793,14826.81445,,,
786432,18349.46289,2.302853107,2.284116268,11000.37793,14688.73047,,,
131072,138.1199951,2.302853107,2.286041975,11000.37793,11044.50977,,,
524288,18534.1543,2.286041975,2.785859346,11044.50977,14826.81445,,,
655360,18376.23242,2.286041975,2.284116268,11044.50977,14688.73047,,,
262144,167.3966522,5.337395191,2.170173168,15997.88184,15976.78125,,,
131072,195.7862701,8.103547096,2.305822849,16882.92969,16933.75781,,,
131072,200.6302643,4.73846674,2.226483345,12442.49609,12324.2832,,,
262144,180.0140228,3.096874475,2.196342707,16292.65723,16414.07617,,,
393216,238.9049835,6.250273228,2.248826742,12472.19336,12311.24609,,,
393216,573.7866821,3.494992018,2.266890764,16977.35547,16823.46289,,,
262144,226.8656311,3.585285664,2.336626768,17384.51367,17275.33398,,,
131072,221.6833191,2.317693949,2.254935265,14034.11328,14124.17969,,,
262144,137.2554626,5.297128201,2.25938797,15740.28223,15652.94238,,,
262144,599.9163818,4.001351833,2.305543184,12809.53418,12918.0918,,,
131072,188.2643127,2.353119612,2.243513346,6886.802246,6932.199707,,,
131072,444.5454407,4.539256573,2.245893478,16389.71875,15986.69629,,,
131072,213.0369873,5.676730156,2.233627796,17145.26563,17045.18359,,,
524288,454.5619507,3.636209488,2.25808382,15740.41895,15570.07324,,,
786432,500.7685852,2.579886198,2.220343113,5905.407227,5576.194824,,,
655360,22706.76367,2.555161476,1.149150014,9646.52832,14496.30371,,,
131072,198.1058502,2.555161476,2.21122241,9646.52832,9835.243164,,,
524288,22893.68164,2.21122241,1.149150014,9835.243164,14496.30371,,,
1048576,22500.32422,2.21122241,2.248879194,9835.243164,14106.91016,,,
655360,167.8308563,4.420091152,2.260784149,11974.15625,11965.46289,,,
262144,242.9705963,3.715054512,2.239285231,12955.92285,12989.09961,,,
131072,149.1609802,3.796665668,2.262089252,12191.84668,12117.64258,,,
524288,163.0851288,6.046956539,2.236987352,9014.208984,9031.144531,,,
131072,271.6074524,3.134974957,2.230870008,13421.60059,13494.80762,,,
131072,143.3592529,3.915909767,5.07162714,15620.5957,15590.32324,,,
393216,615.0410767,3.179889441,2.172057867,11244.78711,10832.81641,,,
262144,188.6294556,5.302614689,2.270927668,16514.66406,16472.62305,,,
393216,309.5216675,1.70739758,2.274918318,17239.84961,17114.29492,,,
131072,930.9093018,3.555715084,1.969363809,16474.43164,17051.06836,,,
262144,938.4961548,3.383851051,2.197099686,13175.3418,12733.96387,,,
131072,64.2463913,2.437723398,2.298144102,16521.87305,16507.88477,,,
262144,605.8840332,3.159409523,2.278445005,16282.42773,15900.28613,,,
393216,1018.2901,2.268945932,2.243628025,11795.68555,10824.49414,,,
131072,260.0887451,4.928433418,2.328130007,12474.9502,12641.49707,,,
524288,758.7703247,3.948530674,2.295301914,14398.54199,14593.28906,,,
917504,344.2980957,3.24356389,2.294066191,12188.22559,12085.63477,,,
262144,836.5470581,2.125672579,2.183853626,14215.62988,13896.41016,,,
131072,396.7102356,5.144813538,2.181265354,14415.59668,14787.87109,,,
262144,401.1873474,5.454633236,2.220173359,15283.02246,15262.60156,,,
393216,130.0181274,2.084355593,2.288418055,12464.2666,12490.77441,,,
262144,293.1417236,3.887293816,2.192540169,10336.95508,10486.48047,,,
262144,642.5861816,4.011895657,2.310274601,15843.18359,15893.42871,,,
917504,7123.857422,7.988652706,4.042355061,9732.084961,7826.726074,,,
131072,212.9424438,7.988652706,2.310503483,9732.084961,9535.939453,,,
786432,7004.010742,2.310503483,4.042355061,9535.939453,7826.726074,,,
262144,275.2892151,2.585707188,2.187462091,16058.33203,15938.50293,,,
262144,142.1627197,3.075613499,2.232943535,12033.24219,12077.30469,,,
262144,147.709259,2.188916445,2.213773727,17400,17400,,,
393216,159.5065613,3.006313801,2.213679314,7354.886719,7394.577637,,,
131072,133.8276672,4.124146938,2.154327869,14949.32813,14991.63477,,,
131072,231.7598114,1.658702254,2.167215109,13618.03516,13473.2002,,,
131072,669.5437012,4.003552437,2.207652092,16158.94824,16302.05078,,,
262144,850.0422363,3.42815733,2.183290958,6835.120605,7504.240723,,,
131072,215.9105072,1.055072427,2.234338045,15445.67188,15329.75977,,,
262144,170.1221924,5.89054203,2.331442118,17400,17400,,,
393216,824.4777222,4.189791203,2.241471052,12375.59473,11553.98145,,,
131072,75.68413544,3.508992195,2.356999874,14456.51465,14514.92383,,,
131072,724.0531616,3.814724922,2.216506481,8567.933594,8166.592773,,,
262144,343.8024292,2.34601593,2.188139677,12619.66016,12890.29492,,,
131072,769.6425171,2.369593382,2.293394566,9793.870117,9830.949219,,,
393216,433.828949,2.359376907,2.17880106,10565.90625,10398.02832,,,
131072,254.517395,2.217203856,2.198076963,12628.54395,12573.5293,,,
131072,125.7298355,4.17290926,2.15444231,10149.99707,10116.8252,,,
262144,652.7036743,1.859009743,2.307917118,10734.29102,11360.30957,,,
131072,21864.07422,2.799860477,2.25035429,11228.72559,15111.89844,,,
131072,188.815918,2.799860477,2.164287806,11228.72559,11294.90039,,,
262144,130.048172,1.301596761,2.21976757,17287.4375,17210.62305,,,
524288,196.2430878,4.884158611,2.29907155,5120.947754,5019.63623,,,
131072,130.9769897,3.043895006,2.222253084,15320.75586,15212.50879,,,
131072,251.5095825,7.918937206,2.30507946,10359.15234,10543.125,,,
131072,257.2579041,2.839889765,2.220493078,13153.49902,13147.49805,,,
131072,163.2829742,1.051496029,2.185192347,17400,17399.99805,,,
131072,943.4215088,5.315999508,2.26263237,14863.19922,15035.54395,,,
131072,314.5093994,5.602143288,2.325701237,15851.7041,15948.99316,,,
262144,356.4567871,2.691276312,2.236178398,16816.73633,16791.37695,,,
131072,55.21884537,3.055952787,2.315632582,15690.60352,15697.89355,,,
131072,530.0055542,5.431931973,2.267372847,16253.01074,15823.92383,,,
131072,264.868988,6.442852497,2.224262953,6630.680176,6813.54834,,,
262144,413.9526367,1.371049881,2.220414877,14889.87402,14763.95117,,,
131072,259.4922791,2.696750879,2.195770264,14505.71387,14326.10059,,,
131072,177.6187897,5.549605846,2.330878019,13701.21582,13829.45801,,,
262144,279.0838013,2.862333298,2.285814047,16200.00879,15939.75195,,,
393216,102.2525101,4.551545143,2.274372578,13102.01074,13108.55078,,,
131072,586.5739746,3.283275604,5.042523384,17118.48047,17288.96289,,,
131072,255.3861237,3.02431345,2.310428381,11157.12988,11097.37598,,,
1048576,636.3892822,2.86334157,2.253843069,12619.23242,12256.0752,,,
262144,85.69438171,2.484639645,2.223283768,11673.96387,11618.09766,,,
131072,650.9556885,2.182821751,2.197175503,13602.39648,13112.23535,,,
262144,189.6781006,4.380374432,2.277731895,13658.61426,13793.23242,,,
393216,314.3985291,4.680951595,2.209902048,8577.624023,8758.522461,,,
262144,1475.816162,4.177519798,2.285732985,14976.83691,15655.57324,,,
262144,172.6591034,5.708454132,2.213014603,16791.93359,16751.75391,,,
131072,137.5783539,2.520040035,2.348489761,16453.45703,16364.60742,,,
131072,93.72167969,3.656574965,2.285129309,11783.30371,11788.28613,,,
262144,389.3106995,1.168962002,0.694535434,17098.35547,17400,,,
131072,99.80886078,4.454488754,2.258997202,13322.10645,13304.28711,,,
262144,291.1474915,3.886595011,2.21509409,10488.94434,10669.84082,,,
131072,324.5413208,1.799681187,2.201198339,8766.222656,8943.682617,,,
262144,1234.56189,2.961410999,2.135327101,15785.65625,15140.49609,,,
655360,430.2537537,3.244192839,2.282980919,8662.349609,8972.848633,,,
262144,445.5559082,3.700661421,2.278691292,16123.32129,15838.59766,,,
262144,178.6062317,4.339806557,2.205319881,12680.35938,12795.22949,,,
262144,329.6307983,3.410362959,2.136743784,17131.6543,17180.86133,,,
262144,452.7849731,1.0436095,2.235122204,15727.00586,15671.58594,,,
262144,1178.647827,3.932689667,2.219874144,13016.53809,12154.9541,,,
131072,445.7005615,1.781849504,2.30820179,13648.75684,13273.59082,,,
393216,483.2130432,2.810387373,2.32511425,13778.63867,13606.85742,,,
131072,143.5700378,1.7148211,2.318715334,16630.92383,16711.32813,,,
131072,571.8283081,2.494425297,2.183291674,14616.32324,14449.69336,,,
262144,164.3785706,5.640608788,2.263251066,15689.11426,15755.66406,,,
262144,157.499939,5.207027912,2.248513699,13367.00781,13297.26563,,,
131072,553.2175903,4.102051735,2.233359337,13919.91016,13668.06738,,,
393216,373.8472595,3.220886469,2.202036381,15314.61426,14989.0918,,,
655360,474.7408447,2.655293941,2.224479198,15471.37793,15589.91699,,,
131072,263.1092834,2.858469725,2.207936525,8532.071289,8429.075195,,,
131072,370.2936401,5.145349026,2.288007259,15553.35742,15536.03027,,,
131072,303.6071472,6.244626522,2.218602657,13388.32031,13530.90918,,,
131072,684.9282227,3.028723717,2.256067991,15545.12695,16044.01758,,,
262144,539.5722656,3.883374214,2.239183664,17097.16992,16652.19531,,,
131072,98.74699402,4.20242548,2.271186352,17400,17355.95313,,,
131072,126.0213089,3.8414042,2.305631638,16031.12109,16041.38477,,,
524288,356.0669861,3.238791704,2.205205441,16559.60938,16489.7168,,,
131072,330.8453674,3.298806906,2.280284643,15680.5,15363.18164,,,
262144,106.9308548,5.25272131,2.242935658,12061.25195,12156.03125,,,
131072,258.9546204,3.989324808,2.2438941,13842.16113,14009.60352,,,
131072,749.9215088,4.143787384,2.200267553,16868.66602,16445.60156,,,
131072,596.4456787,3.125618696,2.241131067,13232.71289,12789.33398,,,
131072,485.7290649,4.676006317,2.13916254,8729.363281,8342.916992,,,
131072,13504.08301,5.235379219,2.117287159,17400,17071.63672,,,
393216,13645.38574,5.235379219,2.327504158,17400,17114.17383,,,
131072,17846.13477,5.235379219,2.219704151,17400,3203.859131,,,
131072,337.3577576,5.235379219,2.168413877,17400,17399.99609,,,
262144,13825.60938,2.168413877,2.327504158,17399.99609,17114.17383,,,
131072,930.2078247,2.842472792,2.124818563,14068.97168,13500.55273,,,
131072,290.929718,2.246500969,2.260893106,15636.99707,15718.77832,,,
131072,350.1508484,2.933597565,2.193435669,12392.19336,12149.54199,,,
131072,228.4851227,3.049488544,2.22393012,13659.00879,13499.56543,,,
131072,349.8249207,1.757077813,2.283524275,15908.26367,15982.47168,,,
262144,853.2648315,2.213935614,2.107642651,13337.46289,13452.75195,,,
1048576,495.025238,6.611545563,2.243565798,15672.99023,15505.14844,,,
131072,462.1307068,3.113445759,2.226630688,11710.77832,11325.14258,,,
131072,1197.901245,3.904079914,2.331140041,11865.15723,10774.16016,,,
524288,121.8588562,2.47384119,2.184876442,11736.02734,11731.76367,,,
1048576,148.2853241,3.435877562,2.177304029,14777.27051,14715.23438,,,
131072,185.0762177,3.702160835,2.276771069,8804.700195,8821.774414,,,
131072,169.4610901,2.093638182,2.212568283,17212.20703,17217.47852,,,
262144,233.2636871,3.003664494,2.254299402,14922.23145,14955.6416,,,
524288,185.9464417,1.440565705,2.288740635,13728.91406,13783.75488,,,
262144,290.0521545,2.788277149,2.241575718,11533.52637,11791.0625,,,
262144,182.14888,1.656622887,2.294410944,7557.500977,7574.946777,,,
262144,559.8095703,2.215403795,2.314557076,17009.33789,17374.76953,,,
393216,229.6236267,2.660449266,2.283890724,12501.54004,12391.70117,,,
655360,289.4352417,2.81528306,2.321684599,14227.7002,14453.56738,,,
393216,299.7615967,4.079391956,2.302101612,17159.83008,17160.95508,,,
262144,358.9832458,3.410740852,2.238800526,3750.860107,3866.255127,,,
131072,104.2415085,3.43401432,2.266360044,14382.7334,14425.80078,,,
262144,575.6967773,4.314986706,2.242094278,9591.173828,10160.20703,,,
131072,553.3401489,3.509594917,2.152216911,4875.246582,4505.811523,,,
131072,580.4525757,4.918076038,2.225293398,16350.52734,16367.72461,,,
131072,578.6345215,1.795906782,2.239237785,14802.96582,14854.75781,,,
262144,140.9989471,2.369590282,2.257260561,14281.79004,14191.4873,,,
131072,128.9951172,3.13698101,2.433947325,17377.9082,17352.74414,,,
131072,322.3883667,2.977736235,2.217758179,15807.26367,15798.90234,,,
393216,482.1688232,2.752217531,2.250645638,14025.63184,13951.89355,,,
131072,539.6243286,3.239498377,2.271545887,13572.40234,13311.25195,,,
131072,333.8562012,5.015687466,2.186578751,13360.97168,13262.55176,,,
131072,427.6237793,1.842580438,2.200018167,10088.8623,10140.12891,,,
262144,356.8328247,1.449265122,2.237183332,17399.98242,17399.99414,,,
393216,388.7218018,2.659144878,2.245302677,12915.61133,12785.10059,,,
262144,208.8392029,2.70656848,2.344234467,16373.38672,16489.58203,,,
655360,600.1558228,4.724195004,2.26641798,15991.66602,15670.97266,,,
131072,891.8828735,1.694783926,2.213313341,12947.08887,13192.02051,,,
131072,453.4979553,2.179764509,2.225913525,14861.36133,14945.28125,,,
524288,1024.566406,2.310713053,2.25701499,13793.10352,13840.37109,,,
262144,383.8745728,5.258720875,2.249878407,16682.00977,16393.23438,,,
131072,370.8627625,2.534476995,2.231962204,13418.87598,13184.83203,,,
262144,514.7595825,2.033942699,2.249469042,13366.85059,13060.22656,,,
131072,637.2243042,6.19256258,2.280901194,11856.83203,12195.37598,,,
131072,482.588562,5.029797554,2.294289589,17357.61914,17192.98828,,,
262144,262.687439,1.982685328,2.255809784,6420.573242,6250.333984,,,
131072,137.3802032,1.50523138,2.249523163,16357.89551,16322.6377,,,
131072,743.7902222,3.719541311,2.264117241,13132.92188,13427.81934,,,
262144,203.8976898,7.348639488,2.234613895,15998.48633,16187.61621,,,
393216,807.2957764,2.784270048,2.175361633,8765.448242,8770.152344,,,
131072,1443.365356,3.455693007,2.24413538,13815.55273,13941.18945,,,
131072,1270.874146,3.536209106,2.211099625,16449.93164,16928.58984,,,
262144,405.9515991,2.066990376,2.263571739,16785.37695,16389.23047,,,
131072,302.1942444,4.751438618,2.289396286,16861.50586,16913.5332,,,
131072,66.22070313,2.880655289,2.228555918,13952.11035,13954.60156,,,
131072,205.9593811,5.084040165,2.168973684,2639.014893,2437.485107,,,
131072,70.27651978,2.301032066,2.280290127,15598.92871,15617.10742,,,
786432,285.3459167,2.901715517,2.282984972,16683.00391,16484.06055,,,
131072,243.3077087,3.033887625,2.244674683,17277.98828,17198.72461,,,
262144,430.0027161,3.713217258,2.187037706,16568.81641,16532.08594,,,
131072,345.221283,3.72604537,2.259920597,14958.09766,14736.13281,,,
131072,164.4573364,4.620817661,2.239644051,16728.93164,16713.79688,,,
262144,616.4470215,2.806949615,2.198737383,15002.34082,14611.58301,,,
131072,812.3116455,5.602814198,2.185067177,16193.19043,15565.60547,,,
131072,203.6984558,2.472692728,2.235155582,14899.04883,15063.44434,,,
393216,285.0948181,2.623955011,2.264511824,12280.94824,12316.0127,,,
393216,673.1866455,2.217624426,2.231257677,6661.96875,6524.788574,,,
131072,435.1592712,7.827748299,2.25356698,16293.5957,16048.21973,,,
393216,233.7729187,3.361369371,2.168134689,17261.69336,17399.99805,,,
262144,327.3096924,3.259536028,2.16198945,7213.992676,6887.970215,,,
393216,462.9491882,3.116522312,2.240071774,16548.59961,16713.55273,,,
131072,363.4516907,3.56442976,2.244740486,13763.5,13562.0791,,,
393216,174.5991974,3.542103767,2.243142605,12804.89063,12777.20117,,,
131072,531.0262451,4.590808868,2.145880938,16064.23828,15741.39746,,,
131072,327.5159607,2.067790508,2.276222706,14263.18945,14041.4209,,,
393216,103.1461411,3.136509657,2.27700901,12954.88574,12962.23535,,,
131072,474.6848755,2.367737293,2.357457876,16167.45508,16346.61621,,,
131072,416.0559998,4.376940727,2.229822874,17400,17237.19141,,,
131072,273.6339417,5.169120789,2.37864089,16300.39844,16519.32031,,,
524288,490.1851196,1.733805299,2.219761848,15589.83887,15914.3916,,,
1048576,25051.2793,2.219761848,2.665964603,15914.3916,11786.55078,,,
131072,434.2827148,2.953220129,2.332884789,8146.155762,7850.421875,,,
524288,577.0515137,2.529896498,2.256192684,13529.11328,12958.7959,,,
262144,209.0966034,3.544620275,2.277429819,10465.49805,10658.49023,,,
131072,127.4335022,2.709003925,2.217754602,17100.48633,16994.14453,,,
131072,130.047699,3.331632376,5.009561062,10290.18359,10177.82715,,,
131072,71.45339966,1.6714288,2.27443552,13062.7666,13134.11816,,,
131072,285.543396,1.679600477,2.194973469,14612.30762,14854.00488,,,
393216,665.1688232,3.72765708,2.23541379,12198.31543,12862.27832,,,
262144,513.7727661,2.509586573,2.209291935,16268.71191,16369.32617,,,
786432,78.94454193,2.793906212,2.194541931,11852.6875,11906.55859,,,
131072,250.5483093,3.958740711,2.27852869,16021.14258,15845.87207,,,
393216,377.7077332,3.630124807,2.270176888,15704.95117,15593.67578,,,
524288,473.2154236,3.06434226,2.205074072,4881.763672,4579.536621,,,
262144,89.76237488,2.053998709,2.234227896,10856.87109,10779.8125,,,
524288,660.3123169,4.87940073,2.320662498,16257.56543,15746.88086,,,
524288,340.6672668,4.993811607,2.227412939,11900.28809,11837.60352,,,
524288,240.4893494,2.862281799,2.239783525,15923.68848,15782.45313,,,
393216,298.9348145,4.081815243,2.288361073,12380.38672,12330.57227,,,
131072,692.9974365,3.168809652,2.247335434,13810.41309,14470.27539,,,
262144,158.4396667,2.420198202,2.167291164,11392.10645,11514.53516,,,
131072,747.2125854,6.67108202,2.19066906,16439.91016,15807.24707,,,
524288,435.8461304,4.422029495,2.198555708,13408.54785,13142.81836,,,
393216,264.732605,3.192540884,2.27686882,16617.53711,16868.5625,,,
393216,985.7072144,2.015608072,2.231943846,13270.96777,12385.54297,,,
393216,192.5188904,4.996738911,2.307512522,15605.91309,15449.95996,,,
131072,370.913208,1.424634933,2.228488922,15771.27832,15418.77734,,,
262144,195.8916473,2.278679132,2.257464409,15536.75,15603.76758,,,
524288,323.7987061,4.061471462,2.249145985,10929.64844,10858.23145,,,
262144,649.7767944,2.219152689,2.267958403,17296.61914,17400,,,
131072,294.0940552,2.761225462,2.333343267,17400,17400,,,
131072,149.1026917,3.122577429,2.310165882,9201.166016,9241.136719,,,
262144,230.0150299,2.928020716,2.224971056,14833.38574,14776.31055,,,
131072,468.4702148,3.057856321,2.224510431,8447.737305,8276.449219,,,
262144,681.7731323,5.077459812,2.187301874,13085.16309,13140.71387,,,
917504,1011.959106,4.567285538,2.229590893,13142.74219,12311.60449,,,
131072,389.2884827,1.592680216,2.101572514,17099.05664,17006.77539,,,
655360,313.3587646,3.35687089,2.196988583,2536.639404,2226.09668,,,
262144,263.4617004,4.593586445,2.17428422,17076.4707,17155.63672,,,
655360,30713.40625,4.220564365,2.789582491,14846.04492,16724.12695,,,
131072,300.6542969,4.220564365,2.162852287,14846.04492,14684.97168,,,
524288,30575.89063,2.162852287,2.789582491,14684.97168,16724.12695,,,
524288,520.5758057,3.134500504,2.269963026,15993.20703,15874.0918,,,
524288,765.0771484,2.901542664,2.182639837,5990.591797,6277.060547,,,
786432,146.9747925,3.258914948,2.205335617,13837.26953,13732.34473,,,
524288,409.9596252,5.556542873,2.187833309,16668.95117,17065.86133,,,
262144,619.8726196,2.097065687,2.24357605,15583.27246,15051.38477,,,
393216,465.9994202,4.004051685,2.262038231,16800.53906,16599.5332,,,
262144,746.3514404,4.475827694,2.24202776,16509.53125,16152.33203,,,
262144,323.9985046,3.752389669,2.300976038,10998.95605,11089.70117,,,
262144,454.3311768,2.784479141,2.177850246,15535.23926,15807.59961,,,
131072,178.4189301,2.494076967,2.17746973,16631.05469,16631.06055,,,
131072,266.8814087,4.095648766,2.259488821,14710.31152,14770.26563,,,
131072,178.4667969,2.214790106,2.224498272,11571.0625,11713.10254,,,
262144,523.9227295,2.272536278,2.253549099,14771.74512,14723.03027,,,
131072,603.0265503,4.109318733,2.22332263,7858.540527,7616.110352,,,
917504,478.2359619,3.587558508,2.152517557,7781.976074,7493.914551,,,
262144,438.717804,6.14461422,2.253774405,16108.58301,15874.04199,,,
131072,297.6087952,2.555258036,2.273816109,14221.04395,14083.1416,,,
131072,133.6304321,1.754257321,2.237269402,10701.03809,10657.6416,,,
131072,540.1447144,5.858779907,2.294553995,13539.59473,13646.88086,,,
655360,345.190979,2.200494528,2.192840815,13090.56445,13062.28418,,,
131072,101.1007614,4.271926403,2.271123409,15367.96289,15443.28027,,,
131072,427.1017456,2.939768553,2.261581898,15612.18262,15877.46484,,,
262144,294.4964905,5.49408865,2.244007826,14519.86035,14723.71387,,,
393216,495.4814148,1.6962291,2.242073298,11354.21582,11734.71289,,,
524288,193.5993347,3.514551401,2.24600625,11716.62109,11649.49121,,,
524288,14539.10938,6.291324139,4.552800179,5541.598633,15166.85254,,,
655360,14012.87598,6.291324139,2.272394896,5541.598633,14946.35938,,,
786432,321.8798828,6.291324139,2.249088526,5541.598633,5632.761719,,,
131072,413.0541687,2.844093561,2.194771528,11966.38184,12009.08301,,,
131072,935.1715698,3.672082901,2.201643467,6612.769043,6625.947754,,,
262144,237.1247711,3.859967947,2.274377108,16761.0625,16739.15234,,,
524288,714.3445435,4.029170513,2.234847307,8215.65332,8330.433594,,,
131072,105.6066742,4.524328709,2.21639967,12721.92285,12784.23145,,,
393216,216.1048431,4.363421917,2.259376764,13501.84082,13311.30176,,,
131072,233.0804443,8.551671982,2.291736841,9970.869141,9836.522461,,,
131072,952.2810059,5.074604034,2.148215532,12099.26563,13001.56836,,,
131072,515.2155151,4.261057377,2.173971653,13593.91895,13347.60059,,,
131072,323.5771484,2.882231951,2.153563499,10722.2959,10425.68555,,,
131072,497.5002136,2.370611668,2.229496479,11886.63281,11847.57422,,,
393216,494.7635803,5.113930702,2.340652466,13450.71289,13103.50293,,,
262144,148.1351166,3.008400679,2.321931124,17308.93164,17269.58789,,,
131072,123.5365143,1.657535076,2.222830057,14706.0625,14662.94531,,,
131072,339.9286194,6.001293182,2.303655148,11108.11621,11258.08789,,,
262144,225.7297058,5.2359128,2.200664759,11786.46387,11905.74414,,,
655360,385.3924255,3.070165634,2.238348007,14410.61719,14669.94824,,,
131072,258.8991394,4.625986099,2.192231894,12234.16309,12380.92578,,,
131072,218.3388062,3.613284826,2.2104671,6918.85791,6749.673828,,,
262144,70.65213013,2.231088877,2.20840168,12902.61621,12834.72559,,,
131072,1089.941162,2.033591509,2.193524361,9150.392578,10133.72168,,,
131072,311.4644165,2.850724697,2.228619337,14115.46777,14349.7959,,,
393216,459.2028809,3.548713446,2.253835917,14216.84766,14411.01172,,,
393216,946.7109375,1.90935719,2.26356554,15841.82715,15075.04883,,,
262144,180.1342163,1.836640835,2.316230536,10991.27539,10896.4502,,,
131072,291.1387024,2.044418812,2.354912519,15051.79102,15224.00586,,,
131072,342.7263489,4.254053116,2.328478575,17350.19336,17379.73438,,,
786432,875.6403198,1.762163639,2.222039938,15466.78223,16251.82227,,,
131072,138.5252686,4.396303654,2.299650192,16822.54297,16811.43555,,,
524288,872.2359009,4.893042564,2.247403383,14314.55762,13506.88867,,,
524288,450.5041504,2.905885696,2.333212852,17129.06836,17349.17578,,,
393216,210.252121,2.996874571,2.275166988,13524.96387,13547.07617,,,
131072,341.7456665,2.862546921,2.254057884,16741.91797,17071.4707,,,
262144,250.8713684,1.981662989,2.208691597,15875.1416,15636.06836,,,
262144,10786.17383,5.038635254,4.96660471,11924.98242,14742.9248,,,
917504,10861.6543,5.038635254,2.259073734,11924.98242,14689.09277,,,
131072,325.5299072,5.038635254,2.282198429,11924.98242,12193.9707,,,
131072,11014.50879,2.282198429,4.96660471,12193.9707,14742.9248,,,
786432,11092.60059,2.282198429,2.259073734,12193.9707,14689.09277,,,
393216,226.3753052,4.555395603,2.25526619,15159.14648,15001.75684,,,
131072,201.4980164,4.750157356,2.346251965,14349.24414,14277.67871,,,
393216,70.62080383,2.547311068,2.253107786,8598.459961,8636.919922,,,
131072,160.1633301,2.954155684,2.249572992,14762.94434,14753.6123,,,
655360,360.262146,3.473254204,2.298701048,15487.1543,15488.24512,,,
131072,158.3360901,3.808208227,2.288437366,14800.36035,14652.95313,,,
131072,82.14919281,4.360449314,2.17115283,17400,17324.8125,,,
131072,864.4712524,2.353894234,2.181308031,15740.09863,15943.33887,,,
131072,99.34397888,5.64475441,2.281832457,14490.51465,14422.31152,,,
524288,702.291687,5.811752796,5.057092667,14636.75,14721.95215,,,
131072,328.8284607,4.739411831,2.146272421,14687.70996,14578.99316,,,
524288,1157.577271,1.858552694,5.147863388,12094.92383,12530.17773,,,
262144,702.3618164,3.530097961,2.230012178,17269.08203,17318.13867,,,
393216,13542.51465,1.500976801,3.169394732,1500.806519,12599.00879,,,
786432,13645.00293,1.500976801,2.253682375,1500.806519,12688.1377,,,
131072,374.9815063,1.500976801,2.316163063,1500.806519,1173.162598,,,
262144,13286.7793,2.316163063,3.169394732,1173.162598,12599.00879,,,
655360,13384.99121,2.316163063,2.253682375,1173.162598,12688.1377,,,
131072,756.9240112,4.122527122,2.253011227,17103.19141,16683.55078,,,
262144,245.2623901,4.632061005,2.20272398,7608.271973,7405.02832,,,
